comment,like,bad
"＞「下働きというか、裏方さんの業務をやらせるのも一つの手」「少年を育成、教育の観点からも（スシローが更生の手助けをすれば）イメージが上がる」と、少年の更生について語ったとされる件だ。確かに加害者の更正は重要だと思うけど、被害者の補償が不十分なのに、加害者の更正や将来ばかりが語られるから世間の支持を得ないんだろうね。この件に限らず、たとえば犯罪被害者は加害者に賠償請求して勝訴しても、相手が財産を持っていないことが多いので、実際にはほとんど金銭を取得できない。犯罪被害者給付金もあるけど、事案によってはそれでは全然賄えない。もっと高額な金を払ってやればよいという意見があるかもしれないが、財源が税金だから拡充するのもなかなか難しい。なぜ加害者がやったことについて国民の税金が使われるのか、という異論がでるからね。結局のところ、一罰百戒が一番効果的ということになるんじゃなかろうか。",2,1
"そもそも桁違いの賠償金にしたら、払ってもらえるのかな？頑張って返そうという気にならず、最初から諦めてしまいそうな気がしますけど。他の国は回収率はどのくらいなんでしょうか。出来れば、賠償金に回収率をかけて、実際に加害者が払った額を比較して欲しいな。",2,1
"日本の罰則は甘い。犯罪擁護、きっと立ち直るとか、一瞬の過ち、まだ子供じゃない？とかでもすべて犯罪は犯罪。だから法律があるんです。そのときの精神的に責任能力があったのか？って良く聞きます。そんな人は犯罪を犯しません。ないからやるのです。もっと罰則厳しく、二度と過ちを犯せないくらいの罰則や指導は必要です。現代は安易に犯罪に走る人が増えてきています。そろそろ全てをアップデートしないと日本はダメダメ世界一になりかねない",1,1
"正直、億単位の請求をかけてくると思っていました。この金額なら全然甘い甘い。未成年は未成年であることを武器にしてやらかしている面もあると思うし、それが通じないよ、という毅然とした企業さんの態度と思いました（でも安い）。こういうことをかばう方は自分に後ろ暗いことがあるのかなーと勝手に想像してしまいます。",2,2
"6700万なら、まぁ、日本的だよねって、思ってた。例えば、これ、被害を受けたのが、もっと小さな寿司屋とかだと、醤油代と魚代で1000円くらいとか、言われそうwなんかよくわからないけど、損害は、物だけで、それも、減価償却された部分しか認めない風潮があって、現状復帰させて欲しいとか無理だし、必要最低限すら認められない。結局、日本の法律は、何故か加害者ファーストなので、加害者がもっとも得をするのだよね。",4,1
"スシロー側はまだ手打ちとはしていない。更に追加もありえると発表している。当事者で話し合ってる最中。さらには賠償を大きくしても取りきれない場合もある。加害者が返済を諦め亡くなってしまっては賠償もされない。バランスが大事。黙って見てるしかない。",1,1
"いつからだろう？明らかに犯罪・迷惑行為をしているのがわかってるのに、加害者の顔や車輌のナンバーにモザイクかけて特定されにくくしているのは。被害者のプライバシーは晒すのに加害者のプライバシーは保護される。おかしな世の中になりましたね。殺人事件犯しても、責任能力云々とか。加害者・容疑者の人権優先するのは違和感しかない。",5,1
"加害者は1人だが、被害者は損失を被っている多くの従業員です。そしてその従業員の中には、ペロリスト君と同じくらいの年代の子供がいる人もいるでしょう。その従業員達が守られず大幅な減収や、最悪の場合失業などになったら、その子供達の将来も大きく狂うかもしれません。6億でも6000万でもペロリスト君は払えないだろうし、払えても完済は遥か未来の話でしょう。しかし、悪ふざけには大きな責任が伴う事を社会として示さないと、第2、第3のペロリストが現れ被害者が増えます。そういう被害者が出るのを未然に防ぐ為にも厳罰が必要だと思います。",1,1
"以前、コンビニ等でアイスの冷凍庫に寝素べったりする悪ふざけ投稿問題がありましたが、反省を今後に生かす方法も考えていかなければ数年後に、また繰り返しそうに思えます。企業側が気の毒です。",1,2
"未成年に対して更正とか擁護を考えるのは刑事罰。賠償請求（民事）に関しては主役は被害者であり、正当な請求額ならば、それは生涯をかけて誰か（親族も含め）が支払うべき。勿論、支払い能力に応じて分割、金利、期間の優遇はあっても良いが絶対に帳消しにするようなことはあってはならない。日本は逃げ得（支払い能力という）が多く、結果、犯罪（闇バイト問題も振込詐欺の受け子も同じ）の助長となってることをマスコミも良く理解（反省）すべき。かつての未成年だから許してあげて、、、といったかわいい犯罪ではもうないことを国民の多くも感じているのでは？",1,2
"この迷惑動画、海外のニュースでもかなり取り上げられていたらしく親日のYouTuber達がこぞって発信していました。国内のみならず海外の回転寿司チェーン店やこれから海外出店を検討している方々にも少なからず影響を与えているとのコメントが多かったです。未成年に対する処罰は更生ありきで考えることが重要なのは理解しますが、真の償いが先だと思います。自分の行動には必ず責任が伴い迷惑をかけたら償う償わせるということをしっかり示さなければ今後もこういう事案が益々増えそうな気がします。子供も親も社会もSNSの功罪を真剣に考え取り組むシステムを作ることも重要だと考えます。",2,1
"今回の件で業績が悪化。それにより、解雇となったパートさんやアルバイトさんがいるかもしれない。その方達は生活に多大な被害が出たかもしれない。そういう可能性がある中、6700万や安いくらい。過去何年も前からこういうテロ行為が報道されている中、調子に乗ったとか悪ふざけだったなんて言い訳は通用しない。バカな事をしたらどうなるか、今後の抑止力としてもキッチリ損害賠償を請求すべきと思う。",2,1
"別に何億でも何十億でも請求すればいいけど、どうせ取れないから。支払能力ないからね。そんなんパフォーマンスにすぎない。仮に下落した株価の150億なんて請求したらそれこそ一気に少年への同情が集まる可能性もある。現実的に払える限界を請求している方が、よほどきついと思いますけどね。",1,1
"この件でたかが舐めた程度で一般家庭にこの請求は厳しすぎる～なんていう「なんにでも手を差し伸べられるあたくし優しい」と勘違いされてるお花畑な方々を見ていると目眩がしてきてたので、こういった記事は本当に助かります。あのたかが舐めた程度でどれほどの被害額が出て、日本の食文化や飲食店に大きなキズを付けて、その現場で働く人達の生活が脅かされてるのかをちゃんと理解出来てない人達が多すぎる。",5,1
"この記事に賛同します。リベラルな政治家やジャーナリストは“かわいそう”などを建前に加害者など一方を庇うケースがありますが、如何なものかと思っていました。この件もそうですし、入管法の改正での混乱も根っこは同じで、“かわいそう”だからなど単純なものでは無いと思います。",2,1
"幼少期より悪ふざけして迷惑かけた時にゴメンで済むなら警察いらん　と怒られたものです。分別がつく年齢でこのようなことをしてしまったのですからそれなりの責任を取らされるのは当然です。マスコミは良い悪いを裁くのではなく事実のみを伝えれば良いと思います。",10,1
"自分が育て上げてきた会社が1日にして崩れかけ大ダメージ、たくさんの従業員を抱える立場なら、簡単に許せるはずがない立て直しに莫大な費用もかかる、一時的に株価も下がり集客も激減って生きた心地しないと思いますよ坊ちゃんコメンテーターのその場でしか考えてない適当な意見なんて取り上げる価値なし。信用が大事な裏方にバイトとして更生を？はっ？あの少年が働いてる店なんて誰が行きたい？再発防止のためにも、見せしめになるのは不運かもしれんが、厳罰に処すべき。",4,2
"こんな愚行が話題になってもなおやらかそうとしてるから、罪状に情状なんてないが、賠償は一個人、被害者は営利企業と言うところでこう言う感情が出てきてるような気がする。実際に会社が潰れたまで行けばそうも言わないんだろうけど、稼ぎ頭の業界で厳格に懲罰に諮るとそれは、と言う感じなのかもしれない。日本人は規範に厳しい反面『罪を憎んで人を憎まず』を美徳としてるから懲罰に緩い、最悪なかったのと同然な計らいを仕向ける節がある。昔は蹴る殴るもあったが今やソレも否定されてしまって痛い目に遭わない事で味をしめる事も多い。ホントはソレがこう言うモラル崩壊犯罪の根絶から遠ざけてるのが実態。",2,1
"億単位だと思いましたが、一生をかけて働けば、返せない金額ではありません。もちろん、返済が終わるまで、人並みの生活はできません。自分がしてかしたことの重大性を認識してもらいましょう。",1,1
"この金額は見せしめと今後の同類の事件発生抑制のために脅しだろうと。他国ならという声は確かにあるがここは日本、だからガクンと落とすと思う。生活できな死ぬ事以外無くなるような全財産払いきるまで給料全額差し押さえとかはない。こういうのあって欲しいという声もあるけど。",4,4
"スシローの損害はその程度ではないしその損害を大きくした事にもメディアは実質的に加担しています。ここまで広まるのは大手メディアが取り上げたから他国ならこんな現実的な金額で済まなかったでしょうねこれでもかなり譲歩していると思うけど報道が何でもかんでも取り上げるから企業も引くに引けなくなる問題はメディアの対応なんでしょうね",2,1
"「６７００万か‥親が払うにしてもあんな金髪の子がいるような家庭だと支払い能力は一般以下だろうから余計難しいだろうな。」と思ってしまいました。未成年のイタズラで済ませてあげたい所ですが、そういう対応をしてしまうと今後もノリでこういう遊びをする人達っていると思うのです。安心して外食できるようにするには、見せしめは必要だと思います。やってはいけないというのをわからせないといけない‥。",1,2
"この事件が大騒ぎになってた頃、うちの3歳の息子に何の気なくスシロー行くか？って聞いたらペロペロがいるから嫌って言って驚いた3歳の子が知ってるぐらいマイナスのイメージを与えた罪は相当重いし社会的影響は測りしれない",2,1
"最近の若者は賢い人が多いと感じる。私個人的には、未成年の頃に法律に興味を持ち万が一の時には逆手に取って自分を有利にしようなどとは、想像だにしなかった。「バカだね」と今の若者達に言われそうだが、自分的には後悔は一切無い。逆に言ってあげたい。そんな悪知恵満載の人生送って、有意義ですか？悪知恵が昂じてこんな事件を意識して起こす。未成年だから個人情報の公開は無い。犯罪と認定されても大した罰則は科せられない。こんな考え方を未成年世代で身に付けた人に、どんな更生が「世間にとって意義がある」と言うんでしょうか？悪人人生真っしぐらが既にスタート切ってるんですよ。逆に成人以降の歳を重ねた人ほど更生する意思は高いと思いますよ。残り時間が多いだけで更生出来るなんて道理は、21世紀には通用しないよ。",1,3
"日本は本当に犯罪者に甘いですね、特に少年法とかで扱われる未成年には超アマです。更生と罰則は別に考えるべき、更生の前に先ずは犯した罪の認識させ其れへの罰則を十分に課することである。これは考える生き物たる人の社会の掟（何人でもが公平公正に平穏に自由に生きるための）です。",7,1
"この記事の取り扱いは、しっくり来ますね悪い事をしたから加害者で、企業としてスシローが被害者として訴えて当然なのに何故、若年者だと言うだけで酷い仕打ちだと非難されてるのだろうと思います。被害者にしても一方的に殴られてた様な事案ですよ飲食店での性善説を捉えつつ若年者対大企業を性善説に変換すると逆になるってのは、幼稚な考え方過ぎませんかね…確かに大企業の懐を見せてやれよと言いたくなるのも判るけど、この企業で生計を立ててる人々にすれば冗談じゃないと言いたいでしょうね",8,1
"かばうというより、調子に乗っていきすぎた攻撃を和らげているだけだと思います。何の罰も受けなくていいと言っている人は見たことがありません。言葉尻だけ切り取って自分たちの都合のいいように解釈しているだけ。金額とかやり方だけ海外と比べるのもあまり意味のない思考。しかも大体アメリカ。規模感全然違うし比較しても仕方ない。これもただ自分の意見に無理やり整合性を持たせようとした結果なだけ。合理性も何もない。と思います。",2,1
"基本的に、清掃や什器の交換費用、これに要した従業員の人件費、企業としての対外的な評価損失、名誉棄損などを合算すれば億単位の訴訟になるだろうし、それを裁判所がどう判断するかに任せるしかない。結果はどうあれ、被害者の毅然とした姿勢と、加害者への制裁が今後こうした馬鹿げた犯罪が起こることを阻止できると思う。それにしても、元野球選手でおバカを売りにしているタレントの発言など相手にしないようお勧めする。筆者の格が下がるだけだ。",3,1
"撮影者（と投稿者）にも同様の判決が必要です。さらに、そういうイジメが横行する可能性もあるので、その場にいた関係者（そのテーブルにいた者とか）にも数百万円くらい請求すべきだろう。とりあえず、この有名になってしまった少年の親は投稿者を訴えるべきだろう。3割でも2千万は減らせる。もしかして撮影者って親？そんなことないよね？",1,1
"マスコミやワイドショーなどで頻繁に取り上げて視聴率を稼ぐだけで、日本人が外国で訴えられて多額の賠償金を支払う羽目になったら日本のマスコミやワイドショーなどではどう云う放送や週刊誌に載せるのでしょうか？日本は賠償金に対して甘い考えで加害者擁護何か言えないと思います、悪い事をすれば賠償責任が発生するのですから。",2,1
"これまでもそうだけど、日本では被害者が損害賠償を請求しても結局被害者が満額請求できずに泣き寝入りすることになる日本では被害者以上に加害者が守られる世界的に見ても司法が異常です犯罪者に優しい国だから犯罪がなくならない",7,1
"近所の大人たちが関わって子育てする、が基本のテーゼなら子供が行く近所の店も子育てに協力すべきである。この件を批判する前に自分が子育てに対してどんなスタンスでいるかの再確認をすべきであろうと思います。",2,3
"まあでも映画館でも映画泥棒は犯罪ですって言う注意喚起の説明上映前にあるからな、スシローやくら寿司回転寿司チェーンは席にタッチパネル有るんだからあそこでその様な行為は犯罪です位の事流してもいいんじゃね？それに監視カメラをある程度店内につけるとかしてからにしろよ、もし毒物が寿司に混入される様な事件が起きたら悪ふざけレベルでは無かった訳だし、これからの日本の治安を考えれば遅かれ早かれ対策しなければいけなかった部分ではないのでしょうか？店側にも落ち度が無かったとも言えないのでは",2,5
"この筆者の肩書はルポライターと書いてあるが、この記事はルポルタージュではないです。客観性のかけらもない、完全なるポジショントークと言ってもいいような内容。自分の「ペロペロ少年に厳罰を」と言う主張を、それに都合のいいエセ証言と共に書いているに過ぎません。どんな記事を書いても自由だが、ルポライターだと名乗るべきではありません。",1,2
"いくら未成年で思慮がなく出来心でやってしまったにしても、やったことにはかわりがない。地道に反省しながら償っていくべきものだろう。親はしつけや教育の重要性を再認識して、責任感を持って助け合って生きていくべきだ。やったことで起こった結果を争うべきではないだろう・・・。",1,1
"あの動画の影響で被った損害額は株価だけで確か１７０億円くらいでしたよね。その後株価も持ち直したとか考えても、スシローのイメージ悪化や店舗の風評被害、清掃などを考えたら請求額は最低でも一桁金額変わるでしょう。６７００万円はかなりスシローが譲歩した金額です。わかりました払いますで済むかと思ったら、加害者側は請求金額について争うとか言ってるんでしょ。客足が遠退いたのは競合店の影響もあるとかほざいてるようですね。子が子なら親も親、反省もしてないと受け取られるます。擁護してくれる人がいるから調子に乗ってるかも。",1,2
"イタズラ行為を、動画を世間に公開してしまったことによる重大な影響までは、考えが及ばなかったのだろう。それを若気の到りということで済まされない事態に発展し、取り返しのつかないことになってしまったたのだから、責任を取りケジメとを付けないといけないはず。",3,1
"長島氏が言った事は、真面目に働く事を通して、飲食業界はもとより、そんな事をしたら駄目だろ。という本人の自覚を目覚めさせる為に、言ったんだと思うけどね。皿洗いの作業を、下働き的に馬鹿にしていった訳ではないよな。業者側の6700万円の請求は正しいと思う。逆にやらないとしたら、それは他の外食産業への反逆にさえ思うね。",1,1
"正論を言わない、リベラルという名の反政府、反社会的な意見を言うテレビには辟易としている。世の中を悪くしているという自覚もなく、たちが悪い。電波オークションを導入して、共有財産である電波の適正な使用を願う。",3,1
"以前、加害者にも人権があるんだぞというラッパーがいましたが、そういう人たちによって、加害者を捕まえるにしても、痛がるように捕まえてはダメだと益々加害者が保護されていくのに、被害者の心の痛みが埋められないのはどうしてくれんだと言いたい。",3,1
"海外の桁が違う！ってのは懲罰的な意味も入るから何とも言えないけど、被告側、弁護士が入ってで、金額が大き過ぎる！と争う姿勢らしいから、まあ、争うしか無いだろうけど、少年の更生。言われても、そこまで面倒見るの？って気もしますが。数年前に関東の個人経営のお蕎麦屋さんがバイトテロだかにあい、閉店を余儀なくされた事象を思い浮かべ、個人経営で、相手も謝罪したからと数百万で示談したけど、示談成立後、バイト達は一度も顔を出さず、店は閉店。こんな事を聞くと、もっと金額を！と思ってしまい、今回はチェーン店だし。懲罰的な意味も込めて、この少年だけじゃ無く、良いかなぁ！とは思いますが。",16,1
"この前、何の事件だったか忘れたが、NHKが顔出しで報道しているのにフジテレビはモザイクかけていたことがある。フジの場合はほとんどにモザイクをかけている。自分の身がかわいいのか、犯罪人の人権を守るのか分からんが、犯罪を犯しているものは顔出しで報道しろよ。強盗している犯人の顔にまでモザイクかける必要ないだろう。この記事に通じるマスコミの行き過ぎた犯罪人保護の在り方は疑問だ。",2,1
"この件に関しては、テレビ朝日が少年を庇っているわけではありません。長嶋一茂という、ろくに社会で働いたこともない2世タレントが無知蒙昧な発言をしたということです。番組ではこの少年はきちんと償なわければならないというコメントでまとめられているのでこの発言からリベラルマスコミが少年を庇っていると誘導していくのは間違っていると思います。長嶋の意見に憤慨するのは理解できますが、そうであれば長嶋だけにその矛先を向けるべきです。",1,1
"最初に6700万と聞いたときは安いな？と思いましたが、よく考えたらまぁまぁ現実的な金額でもあるな？とも思いました。どうせ日本の司法は提示額から大幅に減額するだろうが、今まで見てきた感じ、親がかき集めて払える程度の賠償だと子供は大した痛みもなく終わったものとしてしまうので減額しても端数切捨て程度で結審して欲しい。まぁ、この子は現時点で大分痛みを覚えているだろうけど…。",1,2
"加害者の権利とか将来とか更生とか叫ぶ人って、例えば自分の家の軒先にスズメバチが巣を作り始めても、自分や家族が刺されるかもしれないリスクを背負って「スズメバチだって頑張って生きてるんだ」、「スズメバチにも生きる権利はあるんだ」と巣の撤去をしない心優しい人なんでしょうね。",20,4
"今回の件は別に誰かを傷つけたわけでもないし悪質性は低い子供のちょっとした悪戯で大の大人が未来ある青年を潰すようなことをすべきではない。若気の至りとして大目に見てやるような寛容さも必要",2,25
"口では反省しているというが、現に訴えられた他店との競合で客が減ったとかどこが反省しているのかと思う。どれだけこの業界が被害を被っているのかと単に一時の自分の受けを狙っただけの行動がどれだけの人の人生を狂わせているのかという辺りを単に「反省していると弁護士が出て来て言っているだけで、全くその誠意が感じられない。自宅をすでに売り払い、賠償に充てているとかどこにも記事が出ていないですが？どこが反省しているのかと思う。",3,1
"ダメージ受けたのは一社だけではなく回転寿司業界全部です。少年の弁護団も示す通り客の入り減少は他社も同様でその原因と言えばこの事件です。皿洗いや掃除させればいいなんて簡単にいう芸能人もいますが、この事件を起こした少年には無理な話です。賠償は一桁少ないと思います。",1,1
"日本は、法治国家なのですが、司法に任せずに、個人で裁こうとする人たちが多数存在するため、これを異様だと考える人たちも多数存在します。SNSに個人情報を流す人、それを検索する人、加害者を被害者にしている人たちがいるのですよ、これでこの少年の擁護する声が全くなかったとしてら、この国はとてつもなく恐ろしい国だと思います。",1,1
">皿洗いや掃除は本当に大切な仕事です。>最重要と言っても構わない。>プロとして、職人として本気で取り組めばこれほど難しい仕事はありません。多くの飲食店が、一番下っ端やバイト、機械に任せている仕事でしょ。もちろん、高級な飲食店の食器は高価で、慎重に扱わなきゃならないけれど、それでも、沢山の人が働く飲食店では料理長が皿を洗ったりはしない。「本気で取り組めばどんな仕事だって難しい」なんて言葉でこじ付けてるが、こういう暴論で非難するヤツがいるから、擁護の声が上がるんだよ。そもそも「なぜ加害者ばかり擁護」とあるが、あえて擁護するとしたら加害者でしょ。被害者は非難の的にならないので、擁護する必要が無いから。刑事裁判では、被疑者に対して「弁護人」が付くが、そこで「何故加害者ばかりが弁護されるんだ？」っていう人はいないでしょ。罪を問われる側だから、弁護・擁護されるんですよ。",2,1
"こう言う写真の人とか、外国がどうとか言う人信用しない。オリンピックのロゴマークの人もこんなポーズしてたけどやっぱりなって確信にかわった。人がどう国がどうの前に嫌なものは嫌、許す許さないは法ではっきりさせるくらいはあって欲しい。",1,1
"加害少年の未来や更生を考えることができる社会はいい社会だと思う。ただそれは「被害者が泣き寝入りをしない」というのが大前提。やらかしたぶんはキッチリ責任を取らせる。その上での更生。順番をはき違えてはいけない。",2,1
"欧米社会は、社会契約に基づく契約社会。店側と利用客による契約により利用でき、当然不利益が発生すれば、相応の賠償請求がされ、天文学的数字も珍しく無い。片や、日本は性善説により、契約意識は低く、同情的また感情的に成りやすい。",4,1
"アメリカでとある飲食店が、「ビール半額、それも何杯飲んでも半額」のキャンペーンを行って、開店直後からビールは品切れですってやったときの、顧客からの機会損失か詐欺か何かの損害賠償請求されたときの、懲罰的な賠償金額っていくらなんでしょうね。社長のごめんなさいだけで済むはずがない。加害者ばかり擁護じゃなくて、自分達も顧客に対して信用を失う行為を散々おこなってるってことを忘れてるからこうなる。自分達だけが被害者面するんじゃないよっての。",1,1
"6700万て安いでしょ。想定例として20代-平均月収25万×10年＝3,000万30代-平均月収30万×10年＝3,600万40代-平均月収35万×10年＝4,200万50代-平均月収40万×10年＝4,800万60代-平均月収30万×10年＝3,600万生涯所得　19,200万　約30％の賠償額全く高くない。むしろ働き方次第では余裕。賠償を背負ったからには『稼げない』とか『そんな給料もらえない』とか出来ない事を前提に稼ぐ事を考えない甘っちょろい言い訳は許されない。親が生きているうちに、お金がまだ必要ない時期にダブルワーク・トリプルワークでもして返済額を高めた方が良いでしょうね。結婚だって子育てだって今後の人生でするんでしょうから。",1,1
"テレビのスポンサーを降りればいい。人は食えなくならないと変わらない。少年にちゃんと、それだけのことをしたのだと教えてあげるためにも、妥当な損害賠償だろう。マスコミの論調のように甘やかしていたらまともな社会人にはならない。左翼マスコミは社会が秩序正しく安定していると権力を握れない。無秩序になり互いに疑心暗鬼になる状態の方が権力を奪取できるので、ありもしない差別や格差をでっちあげるし、社会的弱者を利用する。",2,1
"海外が高いのはSNSのプラットフォーマーも連帯責任取らされるからだろ？日本では広告主だからか、個人の責任だけで終始してるが馬鹿が使えるようにして儲けてるんだろうから。 こう書くと包丁で殺人事件あったら包丁職人の責任か？という反論があるかもしれない。しかしSNSや動画拡散は、銃などと同じに使う人の選別も必須でなければならない。いつまでも個人モラルに隠れて金儲けはするけど責任を取らないプラットフォーマーとその味方をするマスコミに規制をするべき",1,1
"現状では他の事案も含めて湯呑みを舐めた事で健康被害が報告された事もない訳で一連の迷惑動画事件の本質は、不潔な行為そのものより、撮影してSNSに投稿した行為にあると思う舐めた罪そのものより、撮影と投稿、拡散が被害を拡大させたのだから、裁判も報道も、そこにフォーカスした方が今後に繋がるのでは？これだけスマホやSNSが普及しているのに、法整備や子供への指導が追いつかない事が一番の問題利権まみれのマイナンバーより先に、デジタル庁はこれをなんとかするべきでは？",1,2
">>学生時代に回転寿司店でアルバイトをしていた筆者の元教え子は「もっと多くてもいい」と語った。流石にアルバイト経験がある程度の人間が業界人面しちゃダメでしょw賠償額にも焦点があたってるが日本の一番の問題はこういった件に関する政治家の動きの遅さ元々アングラだったネットも今や大衆化してから10年で効かないくらいには長い年月が経ったそれで法律がどのくらい整備された？ネットに疎いおじいちゃんが政治家や大臣であり続ける限りは日本は制度面で遅れをとるし時代についていけない状態は続くよ",1,1
"と言うかマスコミや政府、司法も含め子供に対し甘すぎる。子供たちはそれが解ってるからやりたい放題。謝れば済む。大人に怒られれば逆恨みして怒った大人に暴力振るわれただの言って怒った相手を悪者にする。もう守るだけのやり方はやめて欲しい。悪いかどうかはしっかり判断し悪い事は悪い。かばうことなく大人と同じ罰を与えるべき。",2,1
"日本はそもそも海外と相場が違うからそんなもんでしょう、擁護の声もこの社会ならでは、警察官が拳銃使用でも問われるお国柄、なのでそこまでする必要性があるのか！と言う論調が目立つ、だから被害者でも徹底的には賛同されない、個人的には目には目を歯には歯を、３倍返しだ！ってのが好きだけどね。",1,1
"正直なんで6700万円？と思ったよ、安すぎる。少年だから、未成年だからは賠償金には関係ない。未成年だからを理由にするのなら、保護者が責任を負えば良いだけの話、この損害賠償はこう言った非常識な子供を育てた家庭に向けられているんだから。そして企業にもイメージがある、実際は10億でも20億でも問題ないが、あえて6700万円（そんなの無理だろ～って額じゃ無い額）にしたんだよね。",2,1
"本当に加害者にだけ寄り添う国だよね。なんで被害者や何もしてない他人が救われないの？被害者の会とかあるんだから加害者更生の会とか加害者当人達で作って自分達でやらせりゃいい。スシペロ賠償も少額で判決出るようなら新法作るべき",7,2
"＞＞職人として本気で取り組めばこれほど難しい仕事はありませんそんなにハードルを上げてしまったら、やる人がいなくなる。自分の実体験としても、新人は洗い物や床掃除から入って仕事を仕込んでいた。どうせ数千万円なんて払えないだろうし、誰も雇わないとすれば、払える金額はごく少額に留まるだろう。見せしめにするのが目的だから、手を差し伸べないでくれ、という思惑なのだろうか。",1,1
"バイトテロとか考えたら外食には行けないです。もう何年も外食に行ってないな。これからも外食には行かない。今回のペロ事件がこの手の事件の基準になりそうです。バイトテロもキチンとお願いします。この世の中怖くて外食には行けない。",1,1
"ペロ少年と同様にいい年した擁護する大人も想像力の欠如が激しいのでいざ自分が実害を受けると手のひらを返して猛攻撃する輩へと変貌することが多いです。被害者の立場まで考えることのできない客観的に俯瞰で見れない残念な人が彼を守っていくと思います。",1,1
"リベラルを自認する人たちってメスメディアも政治家もなぜ加害者救済ばかりに意見が偏向するのか、いつも不思議に思います。　そんなのリベラルじゃないですね。　少数意見の尊重とか言って、大多数の意見に反対するためだけに言ってるのかと思います。　日本にリベラルは存在しません。",3,2
"無銭飲食で店の手伝いをさせるっていう、昔の人情ドラマの見過ぎじゃないですかね。私だったら、迷惑をかけられた相手を店に入れる事自体、ふざけるなって思います。二度と顔も見たくないです。何か、何かを手伝ったり、福祉関係の仕事をする事が、禊ぎのようになっている事に、腹立たしい気持ちです。",1,1
"擁護する意味がわかりません。立場が、自分の会社だったらどうなんだろう。闇バイトの少年も、強盗に入った店で更正させろっていってるのと同じ論理になるけど、まず罪を償い弁償するしか許される手段はない。他人事だと思って浅はかなことを言うひとがいることに驚く。",1,1
"どうも「大人げない」という声がかなり出てるようだけど、一旦閉店（休業）しているときの損失や、提供方法など運用変更による想定外の追加コストは全店舗で発生しているのよね。これ誰が負担するんですかって話。自分の会社や店でやられて「大人げない」から損害賠償請求しませんなんて言えるのかな。",1,1
"あくまでも請求だから実際は数百万レベルに落ち着くんだろうけどそれすらも払えない払う気がないならはじめからするなと言いたいいや金を払えばしてもいいという訳では無いが、それくらいの金額を払ったとしても他人様に迷惑かけたことを思えば安すぎるよ",8,1
"日本では道徳感や正義感より弱者の見方をしている振りをしていれば俗に云う『いい子』で居れる、特に日本メディアの優柔不断な2面性が明白に表れたと云える。逆に強者や為政者の道徳観や正義感は必要以上に叩き社会秩序を混乱させる原因にもなっている。",2,1
"イメージダウンって言うけど、回転寿司なんてごく最近まで商品がむき出しのまま多数の客席の前を何周もさせる業態だったわけで、最初から不潔なイメージしかなかったけどね。それに回転寿司に限らず調味料を席に備え付けておくやり方も無責任な気がするし。だから醤油さしを舐めていいというわけではないけど、自分らの至らなかった部分をスルーして100%被害者ヅラっていう業界の態度にも不信感が拭えない。",2,2
"6700万なんて安い、スシローの被害は膨大、寿司がオーダーしてから提供される🟰社員の増強、回転している美味しそうな寿司をパクリも無い🟰売り上げ減少、株価の低落🟰株主の不利益、、、。スシローの良心だと思う。",151,6
"ぶっちゃけ、更生の可能性は殆どないと思う。この少年も自分のしたことを反省するというよりも忘れようとするだけだと。目の前の人が死んだりでもすれば、少しは気にも止めるだろうが、親がこの賠償してるようでは、何も反省なんてしないでしょう。何らかのの制裁を受けてもまたやると思います。もとからそういう人間だと思います。甘いお花畑みたいな事は今の若い人には通用しないと思います。刑務所にいれたらいい。自由であることの幸せ判ると思う。",1,1
"店に限ったことではない　これが原因で職を失なった人もいる　関係会社も取引激減　株式を保有してれば時価下落で資産喪失　他のチェーンも波をかぶる　みんな被害者ですね　加害者側の弁護士は　売上減は競合の影響もありと　何とも訳のわからんことを言うてますがこれは火に油　逆効果だね",6,1
"未成年だからとか、悪ふざけだからそこまでって思うのがまぁ日本ぽいよね　だから、いじめとかがなくならない株価が下がったこととか、売り上げが下がったことは　自分のせいじゃなく、ただ単に客が外に行っただけってわけわからない言い訳をしている親子だからことの重大さをちゃんと深く認識してないと思う",2,2
"大事なコトは法の手続きのもとで処理することでしょ。この国はあまりにも「情緒的」過ぎる。「可哀そう」とか「もっと厳しく」とかどっちも情緒的で解決には至らないきちんと裁判所に判断をしてもらうことが重視される世の中にならないといつまでもダラダラと感情論が飛び交うだけで時間を浪費する国のまま変われない。この国の「生産性」が低い理由は「仕組み」や「システム」を厳格に運用しないことであることにいい加減に気付くべき。この問題は裁判によって決着するのが筋でしょ。",2,2
"被害を受けた企業はイメージダウンだけじゃ無くて、、再発防止策にかなりの費用と時間を費やしています。また、対策期間中に全店舗の売り上げが見込め無い筈ですから被害者の立場からしたら安い金額でしょう？(加害者もお客さんで有る点を考慮しても)",2,1
