comment,like,bad
"It might have been a different story if the boy had gotten down on his knees and asked for help and offered to do menial labor for free. It is certainly not right for the victim side to approach the victim to ask for menial labor. When you become a victim and a perpetrator, you have to put someone in between you and the law, so the opportunity for the parties to communicate with each other is drastically reduced. This is the only way to do it if you have a lawyer and a court case in between. The victim's anger is understandable. However, as I watched this exchange with a distant look, I thought that the liability society is a bit harsh on the world because you don't have to negotiate by yourself.",3,2
"The president of Sushiro said on HOLLY ONE that he is a victim in a sense, so I think the company is offering this amount to the public, but he is a minor and has been socially sanctioned enough, and I think the court will settle for a few million in settlement.",1,1
"The share price on the day before the peropero incident = 3015 yen The share price after the peropero incident = 2870 yen The loss of 16 billion yen due to the 145 yen per share drop is well reported so far. But in fact, the current share price is around 3,340 yen, which is about 36 billion yen higher than before the incident. No article, including this one, has gone as far as this. Why? Why is the stock price up? It seems to me that they are intentionally concealing the fact that the boy's crime might be looked down upon if they write that the market value is higher now than it was before the incident. Also, I am sure you are all thinking that although the video revealed the dirty and disturbing behavior, there are probably other similar disturbing behavior that did not make it to the video. Both before and after the video. Sushiro is not unaware of the nuisances before and after the video. Why didn't they tell us? They should have taken countermeasures such as partitioning the space as soon as they became aware of the problem. If it was installed before the video, it was Sushiro's capital investment. If it was installed after the video, the boy should be charged. Something doesn't feel right.",1,1
"The defendant should keep in mind that the 67 million was only compensation for ""Sushiro alone"" and that the restaurant industry itself has been hit harder than that. I wonder if the defendant thinks that 67 million is too much for such a small amount.",1,1
"In fact, it is meaningless to claim an unrecoverable amount if it cannot be recovered. 67 million is realistic if you think of it as a whole house, and I think it is more severe than a bad prison sentence in terms of actually recovering the money. Even if you pay back 2 million a year, it would be 33 years. Even if the amount of 6.7 billion yen was justified, it would be meaningless, because the owner would not be able to pay such amount after all.",1,1
"Television stations that report these disturbing acts blur the faces of the victims, but in the posted video, of course, the faces are exposed. However, Japanese TV stations are afraid of taking risks and do nothing, whether it is the Unification Church issue or the Johnny's issue. This risk-oriented mindset may be the cause of Japan's Galapagosization.",22,3
"I really think it is the most appropriate opinion. I saw another article that said ""Sushiro's customer traffic did not decrease after the incident, so no damage was done,"" but that is the result of Sushiro's corporate efforts to promptly implement changes in serving methods, etc. as described in this article to restore its credibility, and the writer who says that no damage was done I thought the writer was blind to the world. It is true that backstage work is often looked down upon by those who don't know, but everyone who does it as a job is a professional and is paid by the company for their work. Please don't make fun of them!",1,1
"The judiciary will decide if the amount is reasonable or not. I am not going to mention whether it is high or low. However, it is wrong to think that because this person is a minor, it is easy to forgive him or her, or to put emphasis on nurturing him or her. Companies have employees and shareholders. In this case, the saliva of the boy who caused the incident was unknowingly put into the mouths of others. In a sense, it is not an exaggeration to call it indiscriminate food terrorism. It is only natural that there would be a question of compensation! Parents should accept that they could only educate their children at home not to understand such a simple thing! You shouldn't say that the damage was a drop in sales due to competition from other companies in the same industry, even if that is what your lawyer put you up to. It would be preferable to ask for a reduction on reflection. Even the judiciary will not issue a full damage claim, and Sushiro understands that they can't swing their sleeves back and forth!",1,1
"However, when an adult comedian who has reached a certain age commits a nuisance act, many people defend him or her, saying that the TV station or staff is to blame, or that the senior comedian is to blame. And if they apologize, their favorability rating goes up and no one says anything about the damage or the amount of harm done, so it's a complete ""lose-lose"" situation. Personally, I don't think it's much different from what happened to Sushipero this time, but I guess there are a lot of people who think that ""likability is justice.",3,1
"What is the rehabilitation rate for juvenile crime? What level of rehabilitation do you mean in the first place? A person who used to be a murderer, fights and steals occasionally, but no longer kills people. Is this rehabilitation? I don't mean to sound mean, but I'd rather deal with certainty than the uncertain hope of rehabilitation.",2,1
They are overly sensitive about respecting the privacy of the perpetrators. Japanese police are restricted from excessive arrests and investigations. They are lenient on crimes committed by minors. And the judiciary is lax. These four things are definitely different from other countries. That is why I think there is no end to the number of petty crimes.,7,1
"If it is one or two orders of magnitude different overseas, I would like to see a case study. At least as far as I have been able to find, there have been no cases where a single user has been charged that much. There have been cases in which companies have been charged billions and billions of dollars in compensation, but I think you are mistaking that for a case in which a single user was charged that much.",3,2
"Unsolicited video postings are often made by young people and are a byproduct of ""buzz"" and other fads. The nuisance is spread and evaluated by social networking sites as well as by other (many) companies. I think the reason for the proliferation is that IT legislation has not yet caught up with the situation, so there is little awareness of the crime and it goes unpunished. The current situation of not being able to control (delete) the posts of black market workers is a good example of this. This proves that China is better in this area and that there is nothing they can't do.",1,1
"I think the 67 million lawsuit amount is reasonable. In fact, they won't win the case unless the causal link between Peropero and the loss of stock is completely proven. The actual cost of the measures taken by the store and other stores and the amount of expenses incurred by the lawyers, etc. leading up to the lawsuit would be the amount of the claim.",5,1
"67 million yen. The court will probably order payment at an amount even lower than this. The actual damages will not be that much, and the stock price will have dropped. The number of customers must have taken a hit, even though they were affected by the Corona disaster. You should no longer say that it is because he is a boy.　And if you keep saying that, the parents of the child should be held accountable. That's all they're doing.",2,1
"Good luck, Sushiro! The essence of the incident is that dinner is supposed to be a family affair, but a high school student eating out with bad friends is just too irresponsible of the parents. They will probably not even pay the reimbursement properly. In that case, the three family members should be given severe criminal penalties.",2,1
"Mistakes made by minors in their youth. It is a public assumption, both in Japan and overseas, that this is acceptable. The store's employees will naturally be subject to layoffs and pay cuts, part-time workers will not be able to work even if they want to, and many people will have their lives ruined as a result. The future of the youth is important, but the people who are currently earning their living should not be impoverished as a result. These people have families to protect. It is possible that people may indirectly die as a result of the joke. Are the commentators in the media and information programs taking this into consideration when they speak?",1,1
"It is one thing to be punished and quite another to be compensated for damages. There is no logic in saying that because you have been punished, you do not have to compensate for the damage. It is one thing to forgive an act, and quite another to ask for compensation. When you have caused damage, you deserve to be compensated for it. No matter how the media defends the perpetrator, it does not make sense that he should not be compensated.",1,1
"What happened as a result is the question. Not who. Claims for damages are a given. I don't understand the point of those who are defending the company, and I don't trust them. The stock price plummeted due to this incident, causing a loss of hundreds of millions of dollars, customer traffic decreased because of the filth, they had to deal with the situation and take countermeasures that they should not have had to take, it cost money to build new facilities again, and there are many people at the head office and on the site who are suffering from headaches and stomachaches. Why can't you understand that? This amount of damages is cheap. Even if you file a claim, you will rarely get the full amount when the court actually issues a verdict.",2,1
"I think this news report and the way things turned out may become a benchmark for future ""compensation claims"". 67 million yen may seem like an outrageous amount for an average family, but I think it gave them a chance to learn to be civil and considerate to everyone, not just to companies, and to think before they act. I heard that he feels the seriousness of the situation and is reflecting on it, but I hope he will live his life honestly from now on without being cynical or corrupt.",1,2
"What happened as a result is the question. Not who. Claims for damages are a given. I don't understand the point of those who are defending the company, and I don't trust them. The stock price plummeted due to this incident, causing a loss of hundreds of millions of dollars, customer traffic decreased because of the filth, they had to deal with the situation and take countermeasures that they should not have had to take, it cost money to build new facilities again, and there are many people at the head office and on the site who are suffering from headaches and stomachaches. Why can't you understand that? This amount of damages is cheap. Even if you file a claim, you will rarely get the full amount when the court actually issues a verdict.",2,1
"I think this news report and the way things turned out may become a benchmark for future ""compensation claims"". 67 million yen may seem like an outrageous amount for an average family, but I think it gave them a chance to learn to be civil and considerate to everyone, not just to companies, and to think before they act. I heard that he feels the seriousness of the matter after he was exposed on social media and is reflecting on his actions, but I hope that he will live his life honestly from now on without being cynical or corrupt.",1,2
"＞This is the most fundamental problem from the standpoint of the human rights and equality of perpetrators. In Japan, the word ""human rights"" is usually used to refer to the perpetrators and the accused, and the human rights of the victims are not mentioned at all. This is because a generous ""defense"" is provided for the perpetrator, and lawyers in general defend the crime from the standpoint of the perpetrator. Victims have no choice but to fight back with civil lawsuits on their own, and the reality is that they are forced to cry themselves to sleep in the face of the hassle and enormous costs involved. In short, the unbelievable thought that it is worse to be the victim of a crime is at the root of this country. It is absolutely ridiculous that the same attitude should be applied to the perpetrators of heinous crimes, who could never be the target of such crimes. It is absolutely ridiculous.",150,2
"In Japan, everything is like this. They say they are forgiving because they are remorseful, or because they are minors and have a future. I guess the media really wanted them not to claim compensation for the damage. They are so concerned about everything that they can only express their regrets to China, South Korea, and North Korea. The government and the media think that the first priority is to avoid conflict. I think the first priority is to find a way to solve the problem, not to avoid it. In this case, I think the amount of money is enough for the perpetrator to pay back for the rest of his/her life.",1,1
"Even though the boy is at fault, they hang him and even charge him compensation. I don't think Japanese society is a decent society if there are many people who support this. They may want to escape from their own reality by hanging those who cannot argue with them and relieve their stress, but the boy is responsible and if he loses the case, he will go bankrupt. As a result, the public will know that they will not get any money for damages, and there will be no deterrent effect.",3,10
"I don't think it is right to defend them because they are old enough to understand what they should not do. The amount of money may be low or high, but rehabilitation is possible. Considering the scale of Sushiro and the damage (including reputational damage), I think the amount is not high at all. On the other hand, if Sushiro had started out with a low amount or had not even filed a lawsuit, I think the public would have criticized Sushiro for its low awareness of food hygiene.",2,1
"I think the article really states the right thing. The self-proclaimed ""ethereal liberals"" and the media who defend the perpetrators are just making seemingly cool and irresponsible statements, putting themselves outside the issue. If you are going to make such statements, why don't you donate to Sushiro, the victim, from your own wallet? Not only this incident, but similar crimes are occurring frequently in restaurants. I think that the amount of compensation should be in excess of 100 million yen to serve as a wake-up call to the public.",3,2
"I think this author seems to be missing the point of view one way or another. Why was no effort made to contain what the minors had done so that the damage would not be as great as possible, while at the same time warning them? Who among the adults intentionally made a big deal out of it and increased the damage? Does it make sense to demand compensation for the enormous (alleged) damage as if the boy were responsible for it all? I think this is the point of contention. If the boy were to be compensated alone, he would have to make a living while paying additional tax and social insurance premiums for the disposable income of 67 million yen (after deducting tax and social insurance premiums). Why didn't we do something about it before such a situation arose? I think it is the responsibility of adults to look back and think about what can be done, even if it is too late.",2,1
"I don't know what the benefit is to those who defend it, but I think there is a minority of opinions defending it. They are just overreacting because they are making a big deal out of it. I think this Sushiro case is a good opportunity to think about how risky the nuisance is. Good luck to Sushiro!",3,2
"Japanese law is indeed lenient. It's so lenient that it makes me sick to my stomach. But even if the amount of damages is raised, the perpetrator will not be able to pay. Tens of millions of yen is appropriate. Even if an order for payment of tens of millions of yen is issued, if the assailant does not pay, it will not amount to anything, and there is a high possibility that the assailant will not have to pay. There is a statute of limitations on compensation orders, and once that statute expires, the perpetrator is no longer obligated to pay. Japanese law is based on the principle of ""hate the crime, hate the person.",1,2
"The only way to do this is to install cameras inside the store, which will honestly capture the situation, and there will be no more evidence, and it will also prevent problems with customers inside the store.",1,1
"He and his parents apologized, but I think it's only natural that they said no. There are things that are right and wrong in this world. It is a problem that only an apology will suffice after causing billions of yen of trouble to people in various ways. In other countries, they would probably charge billions of dollars. I think they must be a little bit Showa in their senses to make them work for it.",1,1
"I agree with you about the state of mass media reporting. There may be restrictions on reporting on the perpetrators, but sometimes the only information we get is from the police. However, the victims are reported without regard to their privacy. If they don't have a photo of the victim, they even find a photo from a graduation album. Since the Privacy Protection Law does not apply to the deceased, anything is possible. If the time is a little too late, they don't even mention it. All they care about is business.",3,1
"100,000 per month, to be paid for life. I wonder if there will be a ruling like that. If he is a minor, his parents may be able to pay it, but it is a very painful amount. If they fail to pay, even if they foreclose, it is not an amount of money that would make their life extremely difficult. Even if you have 70 years left in your life, it is 84 million. I know it's not enough at all from the corporate side, but I think it's good for them to be reminded for the rest of their lives without being able to escape.",1,2
"A lot of things, that's it, this is it, this is it. It's bad enough that the liberal press is defending the perpetrators all together. It is not the role of the media to judge punishment before defending the perpetrators. The bullying issue shows where the argument that the perpetrator has a future is leading. As for Sushiro, they will claim compensation (though it is cheap), and it is the court that will judge that, and it is another person who will think about the future of the perpetrator. So where is the relief for the victims? This is what happens when the media treats all those things together.",1,1
"It's not just the Sushiro case, but every time there is a crime in the news, the victim's privacy, home, family, work, everything is exposed, while the perpetrator is protected by a mosaic... there is something wrong with Japan.",1,1
"Do you really think they would feel remorse if they willingly and happily did something like that? A juvenile is... let's say, a high school student, old enough to know what not to do. It's not good to treat him like a child, and there's no way he'll ever be rehabilitated. People don't change that much. Prevention of recurrence and victims should be the first priority.",4,1
"The boy's mischievous behavior was a blunder, of course, but the scale of the crime is much larger than that of the boy. The boy's unthinking prank is the problem, of course, but I'm a little angry that he's not responsible for making the crime bigger and more flamboyant and destroying the boy's life just for the entertainment of it.",5,2
"I feel that it is difficult to expect rehabilitation in this day and age. Wisdom is wickedness, and cleverness is cunning....rehabilitation cannot be expected.",2,1
"The fact that punitive damages have not been adopted in Japan is rather advantageous for companies. Punitive damages are imposed to deter similar acts in the future, so individuals are not covered. If this is the case, then Sushiro should be compensated about 10 billion yen to prevent them from doing so in the future.",1,1
"If this were in the U.S., the home of stock capitalism, ""silent shareholders"" would have formed a group of plaintiffs and filed a lawsuit demanding compensation for losses caused by the decline in stock prices, and the plaintiffs would have been awarded billions of yen.",1,1
"As per this article, it is often said that there is room for rehabilitation for minors, but I would like to see statistics on how many minors are really rehabilitated and how those who are rehabilitated are able to contribute to society in concrete terms. If it is low, then we need to improve the rehabilitation programs of rehabilitation agencies, and we can also show that there are individual problems that cannot be solved by themselves. Or it can be made clear as to whether or not they are responsible. The mental age of an 18-year-old and a 20-year-old should not be that different. I don't care if they are in elementary school, but you are too lenient on minors.",3,1
"It's really as the article says. In any case, Japan (the media?) tends to defend the perpetrators too much. tends to protect the perpetrators too much. The victim's face is exposed, but the perpetrator's is mosaicked. I don't get it. There is no need for the victim to help the assailant to rehabilitate himself, and there is no room for sympathy. Sushiro's compensation claim may be 67 million yen, but the drop in stock price is 16 billion yen. And Sushiro is not the only one affected. The people who held Sushiro's shares have also suffered a tremendous loss. There must have been people who lost their lives because of this. So why should we sympathize with or defend the perpetrators? Would you be able to sympathize with and defend them if you had suffered the same fate?",3,2
"TV and celebrities are basically out of touch and dull, so people from now on need to acquire knowledge and education by themselves in a proper forum. The public who paid for the restaurant and the food are the victims, and those who uploaded the nuisances to social networking sites are declaring war on the whole nation by presenting their criminal acts, so it is only natural that they should be caught and punished. I think that the people affected by the crime deserve to be caught and punished.",1,1
"I really hope the companies do their best. If they do this for fun and games, it's a joke. If it's a small business, they will cry themselves to sleep. It can be done away with with a single confectionary box. Let's all learn from this case. Doing the wrong thing can be a big problem. It could break up a family, and you should know what it means to go bankrupt. The only way to get it approved is to pay it off first. This is why cases like this happen because people don't know that.",3,1
"This article makes sense in this article. On the other hand, Sushiro is a company that has engaged in quite a bit of fraudulent behavior with their hype. We hope that they will be fined or have their compensation reduced to 67 million yen per board member for their own fraudulent acts as well. If they are going to be tough on juveniles, they should also be tough on their own people.",1,1
"I also watched the morning show where Kazushige Nagashima spoke. He said that they should be made to work as dishwashers, but my simple question was, ""How many hours do they have to work to get the 67 million yen worth of work? and ""Will they feel comfortable working together with the Sushiro employees who are the victims? I have heard that in other countries there are judicial decisions to clean parks, etc. (I don't know if there actually are), but I thought that this is just a judicial decision to have them perform service at public facilities, and the victims are not involved. Why should the victim have to take care of the perpetrator's rehabilitation as well? I think this is a plausible opinion.",1,1
"I am not at all inclined to defend these perpetrators. I think they should be charged a much higher compensation to deter recurrence. ＞I don't understand why you only defend the perpetrators...<Who is the perpetrator, who is the victim, what did the perpetrator do and what loss did he cause to the victim. ・・・・・ If you understand the basics, I don't think you would defend the perpetrators.",2,1
"I think they want to defend the perpetrator and pride themselves as a generous person with deep pockets. I wonder how they would feel if they were victims of a similar crime, albeit on a different scale, and suffered damage that affected their financial and social credibility. Would you be as forgiving of the perpetrator?",1,1
"＞In the case of the ""Sushiro"" case, he is reported to have spoken about the rehabilitation of the juvenile, saying, ""It is one way to have the juvenile do menial, or backstage work,"" and ""From the perspective of nurturing and educating the juvenile (if Sushiro helps rehabilitate him), it will enhance his image. It is true that it is important to rehabilitate the perpetrators, but I think they do not get public support because they talk only about the rehabilitation and future of the perpetrators while the compensation for the victims is inadequate. Not only in this case, but for example, even if a crime victim claims compensation from the perpetrator and wins the case, he or she actually gets very little money because the other party often has no property. There are crime victims' benefits, but depending on the case, that may not cover the costs at all. Some might argue that they should pay more money to do so, but it is difficult to expand the program because the funding source is taxpayer money. Some people will argue why the public's tax money should be used to pay for what the perpetrator has done. In the end, the most effective way is to punish one offender with 100 punishments.",2,1
"If I make them an order of magnitude more compensation in the first place, will they pay it? I have a feeling that they would not be willing to work hard to pay it back and would give up from the start. What are the recovery rates in other countries? If possible, I'd like to see the recovery rate multiplied by the compensation and compare it to what the perpetrator actually paid.",2,1
"Japanese penalties are lenient. Defending a crime, I'm sure he will recover, or a momentary lapse, or maybe he is still a child. but all crimes are crimes. That's why there are laws. Were you mentally responsible at the time? I often ask. People like that don't commit crimes. They do it because they don't have it. There should be stricter penalties and guidance so that they cannot commit a mistake again. Today, more and more people are committing crimes with ease. It's time to update everything, or Japan could become the worst country in the world.",1,1
"I honestly thought they were going to charge me in the hundreds of millions of dollars. This amount of money would be totally lenient and sweet. I thought it was a resolute company's attitude that minors have some aspects of being underage that they use as a weapon to get by, and that it won't get through (but it's cheap). I can only imagine that those who defend these things have something backward about themselves.",2,2
"I was thinking that 67 million yen is, well, very Japanese. For example, if the damage was caused by a small sushi restaurant, they might say that the cost of soy sauce and fish was about 1,000 yen. It is impossible to ask for restoration to the status quo, and even the minimum necessary is not allowed. In the end, for some reason, Japanese law is perpetrator-first, so the perpetrator gets the most benefit.",4,1
"Sushiro has not yet called it a done deal. They have announced that they may add more. The parties are still discussing. Furthermore, even if the compensation is large, it may not be enough to cover all the damages. If the perpetrator gives up on repayment and dies, there will be no compensation. Balance is important. We have no choice but to remain silent and watch.",1,1
"Since when? When the perpetrator's face and vehicle license plate number are mosaicked to make it difficult to identify the perpetrator, even though it is obvious that he is committing a crime or a nuisance. The privacy of the victim is exposed, but the privacy of the perpetrator is protected. It's a strange world we live in now, isn't it? Even if a person commits a murder, he or she is still considered to be responsible for the crime. It is just not right to give priority to the human rights of the perpetrators and suspects.",5,1
"There is one perpetrator, but the victims are the many employees who have suffered losses. And some of those employees may have children about the same age as Mr. Pelorist. Whether it's 600 million or 60 million, Mr. Pelorist will not be able to pay it off, and even if he could, it would be a long time before he could pay it off. However, if we as a society do not show that there is a great deal of responsibility that comes with the pranks, there will be second and third pedophiles, and the number of victims will increase. I think severe punishment is necessary to prevent such victims.",1,1
"There was a problem in the past with posting pranks in convenience stores, such as lying on ice cream freezers. If we don't think of ways to apply the lessons learned in the past to the future, it is likely to happen again in a few years. I feel sorry for the companies.",1,2
"It is criminal punishment to consider rehabilitation or advocacy for a minor. As for compensation claims (civil), the main actor is the victim, and if the claim is justified, it should be paid by someone (including relatives) for the rest of his/her life. Of course, there may be preferential installments, interest rates, and terms based on the ability to pay, but there should never be a write-off. The mass media should understand (and reflect on) the fact that Japan has a lot of ""getaways"" (i.e., ability to pay), and as a result, it encourages crime (the same applies to the problem of black-market part-timers and the recipients of bank transfer fraud). I believe that many of the people in Japan are now aware that these crimes are no longer the cute little crimes that they used to be forgiven for because they were minors.",1,2
"This annoying video seemed to have been picked up by foreign news outlets, and pro-Japanese YouTubers were all over it. Many commented that it has had a considerable impact not only in Japan, but also on foreign conveyor-belt sushi chain restaurants and those who are considering opening new restaurants overseas. I understand that it is important to consider the punishment of minors with rehabilitation, but I believe that true atonement must come first. If we do not firmly show that we are responsible for our actions and that we will make them pay for the trouble they cause, I feel that there will be more and more cases like this in the future. I think it is important for children, parents, and society to seriously consider the merits and demerits of SNS and create a system to address them.",2,1
"Performance deteriorated due to this incident. As a result, there may be part-timers and part-timers who were laid off. Their lives may have been severely damaged. With such possibilities, 67 million is a small price to pay. With terrorist acts like this being reported for years, there is no excuse for getting carried away or being a prankster. I think they should be required to pay for the damages as a deterrent to future acts of stupidity.",2,1
"You can charge billions and billions of dollars, but you won't get it anyway. They don't have the ability to pay. It's just a performance. If they were to charge 15 billion yen for a stock price that had fallen, there is a possibility that people would feel sympathy for the boy. I think it would be much tougher to charge the limit of what they can realistically pay.",1,1
"I was getting dizzy looking at the flowery people who mistakenly think that ""I am kind enough to extend a helping hand to anyone and everything,"" saying that this charge is too severe for an ordinary family because of a mere lick. There are too many people who don't understand how much damage that little lick can do, how much damage it can cause to Japan's food culture and restaurants, and how much it threatens the livelihood of the people who work at those places.",5,1
"I agree with this article. Liberal politicians and journalists often protect one side or the other under the guise of ""feeling sorry for them,"" but I have been wondering what is wrong with that. I think that this case and the confusion caused by the revision of the Immigration Control and Refugee Recognition Act have the same root, and it is not as simple as ""I feel sorry for them"".",2,1
"Since I was a child, when I misbehaved and caused trouble, I was told that if all I had to do was to say sorry, there would be no need for the police. I was told, ""If you're sorry, there's no need for the police. I think the media should not judge what is right or wrong, but only tell the facts.",10,1
"If you are in a position to have a lot of employees, it is not easy to forgive a company you have nurtured and built up, and it will cost you a lot of money to rebuild it. It's not worth taking up the opinions of a monkish commentator who only thinks on the spot. Rehabilitation as a part-timer in the back office, where trust is so important? What? Who would want to go to a restaurant where that boy works? It may be unfortunate to make an example of him, but he should be punished severely to prevent a recurrence.",4,2
"I don't think there is any mercy in the charges because they are still trying to get away with such foolishness even after all the talk about it, but I think this sentiment comes from the fact that the compensation is to an individual and the victim is a for-profit company. If the company actually went out of business, I would not say so, but if the punishment is strictly enforced in an industry that is a major source of income, it might be said that this is not so. The Japanese have a strict code of conduct, but at the same time, they have a virtue of ""hate the crime, hate the person,"" so they are lax on punishment, or at worst, they make arrangements as if the crime had never happened. In the old days, kicking and punching used to be a part of the punishment, but nowadays, such punishments have been denied and people often get a taste of it by not getting hurt. The truth is that this is what is keeping these crimes of moral decay from being eradicated.",2,1
"I thought it was in the hundreds of millions, but it is not an amount that cannot be paid back if you work your whole life. Of course, they will not be able to live like other people until the money is paid back. Let them realize the gravity of what they have done.",1,1
"I think this amount of money is a threat to make an example of them and to prevent similar incidents from occurring in the future. There are certainly those who say that in other countries, but this is Japan, so I think they will drop it drastically. There is no such thing as seizing all wages until all assets are paid off, which would be the only way to live or die. There are those who would like to see this kind of thing happen.",4,4
"Sushiro's damage is not that great, and the media is practically complicit in making that damage worse. The reason it has spread so widely is that the major media has picked up on it, and I'm sure other countries wouldn't have been able to get away with such a realistic amount of money, which is still quite a concession, but the media is picking up on everything, and the companies can't back down.",2,1
"I thought, ""67 million...even if the parents were to pay, it would be even more difficult for a family with a blonde like that to pay, since their ability to pay is probably below average."" I thought to myself, ""I'd like to get rid of this underage prank. I would like to let it go as a minor's prank, but I think there will be people who will play this kind of game in the future if we respond in such a way. I think that in order for people to be able to eat out in peace, we need to make an example of them. We need to let them know that they are not allowed to do it.",1,2
"When this incident was making a big deal, I casually asked my 3-year-old son if he wanted to go to Sushiro, and he said he didn't like it because of Peropero. I asked my 3 year old son casually if he wanted to go to Sushiro, and he said he didn't like it because of Peropero.",2,1
"I feel that many young people these days are smart. Personally, I never imagined that I would be interested in the law when I was a minor, and that I would use it to my advantage in the event of an emergency. I know that today's young people would say, ""That's stupid,"" but for me, I have no regrets at all. On the contrary, I want to tell them. Is it worthwhile to live a life filled with such wiles? The wiles get the better of you, and you consciously cause incidents like this. There is no disclosure of personal information because you are a minor. Even if it is recognized as a crime, no significant penalty will be imposed. What kind of rehabilitation is ""meaningful to the world"" for a person who has acquired this kind of mindset in the underage generation? The life of a bad person has already started. On the other hand, I think the older a person gets after adulthood, the more willing he or she is to be rehabilitated. The theory that you can be rehabilitated just because you have a lot of time left doesn't hold true in the 21st century.",1,3
"Japan is really lenient on criminals, especially minors who are treated under the Juvenile Law. Rehabilitation and punishment should be considered separately. Before rehabilitation, the offender must first be made aware of the crime committed and be adequately punished. This is the law of society for thinking creatures (for everyone to live in fairness, justice, peace, and freedom).",7,1
"The way this article handles the case, I think it fits well. I think it's a little too childish to think that the young people versus a big company is a case of goodwill in a restaurant, but when you convert it to goodwill, it becomes the opposite... I know you want to tell the big company to show their pocketbooks, but to the people who make their living at this company, I think it's a joke. The people who make their living at these companies would say, ""You've got to be kidding me.",8,1
"I don't think they are defending him, but rather just tempering an attack that has gone too far in tone. I have never seen anyone say that they don't need to be punished in any way. They are just cutting out the words and interpreting them in their own convenient way. Comparing only the amount of money or the way of doing things with foreign countries is also not a very meaningful thought. And it is usually the United States. The scale is totally different, and there is no point in comparing. This is just another result of trying to force consistency in their opinions. There is no rationality. I think that is the reason why I am here.",2,1
"Basically, if we add up the cost of cleaning and replacing the fixtures, the labor costs for the employees required to do this, the loss of external reputation as a company, defamation, etc., the lawsuit will be in the hundreds of millions, and we have to let the courts decide what to do with it. Regardless of the outcome, I believe that the resolute stance of the victims and sanctions against the perpetrators will prevent such ridiculous crimes from occurring in the future. Still, I recommend that you not take any action against a former baseball player and TV personality who sells stupidity. It will only lower the author's standing.",3,1
"The same judgment should be given to the photographer (and the contributor). In addition, the parties involved (like those at the table) should also be charged a few million yen, since such bullying could be rampant. In the meantime, the parents of the boy who made this famous should sue the contributors, even 30% would reduce the amount by 20 million. Maybe the photographer is a parent? I don't think so, do you?",1,1
"If a Japanese person is sued in a foreign country and has to pay a large amount of compensation, what will the Japanese media and wide shows say about it in their broadcasts and weekly newsletters? Japan has a lenient attitude toward compensation, and I don't think they can say anything in defense of the perpetrator, because if you do something wrong, you are liable for compensation.",2,1
"As has always been the case, in Japan, even if the victim claims for damages, in the end the victim cannot claim the full amount and has to cry himself to sleep, in Japan, the perpetrator is protected more than the victim, and even by global standards, the judiciary is an anomaly, because Japan is a criminal-friendly country, crime will not go away.",7,1
"If the basic thesis is that the adults in the neighborhood are involved in raising children, then the neighborhood stores that children go to should also help raise children. Before criticizing this matter, I think you should reconfirm your own stance on child-rearing.",2,3
"Sushiro and Kurazushi have touch panels on their seats, so it would be a good idea to inform people that such an act is a crime, wouldn't it? If there had been an incident such as poison being mixed into sushi, it would not have been a prank, and considering the future of public safety in Japan, it would have been necessary to take measures sooner or later. It can't be said that the store was not at fault either.",2,5
"This author's title says that he is a reportage writer, but this article is not reportage. It is a complete position talk without a shred of objectivity. It is nothing more than writing about your own ""severe punishment for the Peropero boys"" argument, along with the fake testimonies that suit it. You are free to write any article you want, but you should not call yourself a reportage writer.",1,2
"No matter how much he may have done on a spur of the moment and without thought, it does not change the fact that he did it. He should make amends while reflecting on what he did. Parents should reaffirm the importance of discipline and education, and live their lives helping each other with a sense of responsibility. We should not fight over the consequences of what we have done....",1,1
"The amount of damage caused by the video was about 17 billion yen in stock price alone, right? The 67 million yen is quite a concession by Sushiro. I thought they would just say, ""Okay, we'll pay it,"" but I heard the perpetrators are saying they are going to fight about the amount of the claim. They seem to be saying that the reason the number of customers has gone away is due in part to the influence of competing stores. If a child is a child, then a parent is a parent, and I take it that you have no remorse. Maybe they are getting carried away because they have someone to defend them.",1,2
"They probably had no idea of the serious consequences of their prank by releasing the video to the public. The situation could not be dismissed as a youthful indiscretion, and now that it has become irreversible, he must take responsibility and come to terms with his actions.",3,1
"I think what Mr. Nagashima said was to awaken his awareness that it is not good to do such things through diligent work, let alone in the food and beverage industry. I think what Mr. Nagashima said was to awaken his awareness of the importance of working diligently, not only to the restaurant industry, but also to his own self awareness of the importance of working diligently. I don't think he was trying to make fun of the dishwasher's work as a menial job. I think the contractor's claim of 67 million yen is correct. If they don't do it, it would be treasonous to the rest of the restaurant industry.",1,1
"I am fed up with TV that doesn't give a straight answer and gives anti-government and anti-social views in the name of liberalism. They are so bad, not realizing that they are making the world a worse place. I hope that radio auctions will be introduced and that radio waves, which are common property, will be used properly.",3,1
