comment,like,bad
"It was a brass band. If I had not met the brass band, I would have never had the opportunity to experience musical instruments and music. Musical instruments are not cheap, especially large ones costing millions of yen. There is almost no family that can afford to buy one easily. In particular, there are many different types of percussion instruments, and what is needed depends on the song. It would be nice if the school would lend you an instrument, but (although it is unlikely) the cost of reimbursement if you break it will be high, and even if you use it normally, it will need to be maintained on a regular basis. I believe that many of these repair and maintenance costs have been paid by the school in the past. In some cases, the cost of reeds for woodwind instruments may have also been cheaper if they were purchased at the school. From the above, unless financial assistance can be obtained, the hurdle to joining the club will be raised. Also, securing a place to practice will be an issue due to noise problems. I just hope that the opportunities for children to have experiences will not be reduced.",10,3
"In Japan, there are too many volunteers who are not really paid, not only for disaster relief but also for daily community association activities. Even this time, outside leaders are not paid enough to make a living, and it is difficult for those who have jobs to participate. I wonder if it would be possible to create a system to pay volunteers a solid wage. Donations from various companies and individuals, and in some cases, taxpayer funds. If people with various instructor certifications cannot make a living by their certifications, they will not be successful. There are many ordinary people who do not belong to clubs who have instructor certifications. However, they are all reluctant to be involved in club activities. They may hold meetings between outside instructors and teachers, but that is a burden on the teachers. The junior high and high school sports federations have also been dismantled. Either pay the outside instructors well, pay the teachers who want to lead club activities overtime pay, or allow teachers to have a second job and become leaders in clubs.",7,1
"I agree with the regional transition. I thought it was strange to force club activities in the first place. Also, the idea of free personnel expenses if teachers and other advisors serve as advisors is unnatural. However, in reality, I think that opportunities for club activities are very meaningful, and I think it is important to have a system to support such clubs in the community. This requires subsidies, etc., as well as cooperation from the schools in providing facilities. In addition, the cooperation of parents is also necessary for club activities. In this sense, a comprehensive regional organization that includes the local government is necessary, and I think it is necessary to look ahead to the point where as many clubs can be established as there are schools. It is very difficult to create the groundwork for children to have dreams and hopes through club activities, and to interact with other people, not only in the educational aspect, but also in the health aspect.",3,1
"My family member is a middle school teacher and advisor. From their point of view, the lack of time off is extraordinary. It is unthinkable from the perspective of a corporate employee, and it is seen as super black. The only time he can take a day off is during the year-end and New Year's holidays. However, he puts all his energy into his advisor's activities, so I think he is happy to be alive. I mean, if he wasn't that kind of person, he wouldn't be able to keep a job like that for decades. So I think it is good that the advisor is based on the community teaching, but if there is a wish, I would like to leave a way to let the teacher do it.",41,24
"It has been 22 years since I became an outside teacher from PTA president. At the time, there was a lingering aftermath of the 50 million yen incident, and there was also the aspect of nipping delinquency in the bud by shoving it in the bud with club activities. Even back then, I was surprised at the amount of paperwork teachers had to do. When people started talking about work style reform, club activities became the centerpiece of the conversation. I often heard that the young teachers were so occupied with these questionnaires that they would not return home until late at night after finishing their club activities. The strange survey was left unchanged and only club activities were demonized, and now even colleges of education are educating students who want to become teachers in such a way that they are not allowed to say they want to be involved in club activities. I have also heard of cases where students who said they wanted to be involved in club activities at their employment interviews were told that their way of thinking was old-fashioned and were not hired. He said it was strange.",1,1
"I welcome this. I think it is a trend that will make everyone happy. Teachers will have less workload and students will be happy to learn more authentic instruction from specialized instructors. I think that regional disparities are an issue, but I think that the basics can be eliminated. The next issue is the compensation for instructors. How should instructors be evaluated? I have been working as an outside instructor for many years, and I would not accept a position if the remuneration is little more than a sparrow's tears. I think it would be ideal if it becomes a second career for athletes, so that they can devote themselves to competition without worry while they are still active. If they insist on full-time employment, they should be able to offer classes for preventative medicine for the elderly in the mornings and provide support services for teachers. It is currently more difficult to find someone who can teach on a part-time basis, so they should be employed full time.",9,4
"The number of club activities has decreased so much that there is no way to choose. I would love to join a junior high school club because it is a valuable time to experience peer and hierarchical relationships, but the variety is so limited, and I cannot increase the number of clubs because of the burden on the teachers. If you could increase the variety of activities in cooperation with the local community, I think it would be good for both athletic and non-athletic children to have more options and more friends to do what they like together, which would be good for their education. After that, it is important to lay the groundwork for who will manage and support these outside activities. If it is to be like a school activity, the budget will be too high. It is also necessary to have a lot of horizontal cooperation in terms of participation in tournaments and practice matches. It will take time to develop the current club activity system, and there will be many problems. I hope that the Ministry of Education and the Board of Education will not give up on the project and will take responsibility for its completion.",12,21
"Early transition is physically difficult. There are too many challenges. Especially in rural areas, it is impossible to pick up and drop off students if they are both working, so each school needs to have its own transportation to the practice site. If it takes a long time to get there, there is a possibility that students from that school won't even be able to join any local team. It is impossible to introduce a uniform system across the country with the urban measure where there are still many people and several regional teams can be established within a child's bike ride. In fact, rural teachers are against regional transfers. I think teachers really want to be paid overtime to take care of them, and I think we should just give them a decent allowance for that.",6,9
"In order for this measure to be successful, the initial costs must be subsidized. If the first participant bears the burden of securing a place for the activity, as well as tools to be used in common, those who join later will benefit. I think this is a bit unconvincing. I would like to see this kind of thing included in the initial design.",16,3
"The same is true for junior high and high school athletic federation tournaments and high school baseball tournaments sponsored by the Japan High School Baseball Federation, in which teachers are currently involved from preparation to operation. Even after the transition to the regional level, I believe that as long as there are tournaments, they will remain involved in some form or another. It is really hard work to organize the district, city, and prefectural tournaments, as well as the spring, summer, and newcomer tournaments. I am concerned that this behind-the-scenes aspect will be alleviated.",20,1
"If the change is from school-based to community-based, can't it be done with the support of the government? The administration could invite instructors, and the administration could pay for their expenses (individual use of personal items would be borne by the individual). The location could be set up so that the baseball and flower arrangement events are held at Daiichi Junior High School and the soccer and brass band events at Daini Junior High School, for example. If each tournament is held in your town, the local community will support it, and it may lead to revitalization.",70,33
"I am a parent of a junior high school student. In the countryside, there are no trains or buses, and students may not be able to participate in the club activities they want to do if they cannot travel by bicycle. It is also an area with heavy snowfall, so if students have to travel by themselves, they may not be able to go to school depending on the weather. Many households in the area have two working parents, so it is difficult for parents to take their children to and from school. Some children may or may not take the time to travel, and if club fees are too high, it will be like joining a club team instead of a club activity. The poor households will not be able to do anything. Also, the current advisor said that he became a teacher because he wanted to teach club activities. Can a faculty member teach if they wish to do so, even if it is an external transition? I believe that club activities are better within the school as well as for communication between teachers and students within the school. Isn't it wrong to think that in large Japan, urban and rural areas can be handled in the same way? We threw the Corona response to each municipality...",8,3
"Increase the number of teachers and administrative staff in schools to reduce teacher workload and provide adequate salaries. And of course, for club activities. What about the gradual transition of those with leaders to the local community? However, the leaders will not be there permanently, so what will happen when they are no longer there? This should also be taken into consideration beforehand. It is difficult to imagine that all club activities can be transferred to all regions (especially in rural municipalities), so we need to consider what will happen if students want to participate but cannot due to lack of leaders, or else the regional disparity will only widen.",3,3
"School club activities have the weakness that children's growth varies depending on the leadership and skills of the advisors and coaches. Whether or not a child can belong to a club with a good teacher is largely a matter of luck, and many children may not be able to develop their individual talents. I think that if children are able to gather under more professional instructors in the community, these problems can be reduced and the potential of children can be expanded. When a child wins a tournament, a banner is hung in the school building to advertise it, but the child should be the star of the show, not the school for the sake of the child.",22,9
"My son, a seventh grader, was on the basketball team until last year. Fortunately, a parent of a member of the team has basketball experience and is now teaching him, but the kids and parents are confused because of the sudden change. The kids and their parents are confused because of the sudden change. They are practicing hard for tournaments while feeling a sense of loss that the school and teachers have abandoned them. I understand the burden on the teachers, but I would like to see a step-by-step transition to the local area. Please think of the children first.",8,29
"In the big picture, I think the regional transition is necessary. However, I sometimes feel ambiguous as to whether this is really for the sake of the children or just a measure to prevent the loss of club activities for the time being. The situation would be different if the club activities were not sports club activities, which was discussed earlier, but cultural club activities such as brass band clubs that have competitions, etc. For example, in the case of brass band clubs, the competitions are held in the community. For example, in the case of brass bands, local music stores and music schools are expected to be involved in the transition to the local community, but the school will no longer have a third-party perspective in the purchase of expensive instruments. In addition, the involvement of gyms, classrooms, and other companies in both athletic and cultural activities could create an environment that forces children to compete even more than they do now. The presence of club activities in the current school education system is an advantage for children, with the exception of black club activities. In terms of teacher burden, I think it would certainly be better to promote a regional transition. It would benefit the children in a roundabout way. However, the method itself should not be to the detriment of the children.",11,19
"As the issue has already been raised, I think we should of course proceed, considering the burden on teachers. I have no objection to that. However, if we are going to move forward with the regional transition, we need to be well prepared. On the other hand, we should not proceed without such preparations in place. I believe that this would do more harm than good to the students. Reducing the burden on teachers is the most important thing, but we must also consider the students a little. For example, forcing the transition to a regional area and bringing in a poor quality outside coach who is abusive and favors some members of the club will not be good for the students. Such preparations should be put in place.",27,21
"We understand that the time children spend active in club activities can be a relief to working parents. Nevertheless, we believe that teachers should stop managing club activities. After all, managing club activities puts too much of a burden on teachers. Of course, there are teachers who are totally fine with it and would rather live for it. But that would be an exception to the rule, or else it would be a strange situation. Club activities are also working hours. The term ""educator"" should not be used to cover it up. The number of children is decreasing and it must be difficult to maintain the number of clubs. I think it would be better for the children to join private athletic and cultural clubs and fee-based facilities. For these reasons, I agree with the idea of moving the club to the local community.",21,2
"I am an in-service teacher. I don't think it is possible to transition all of them to the region. Major sports are fine, but what about minor sports? What about cultural clubs? What are we going to do? 1. the best thing would be to allow dual positions and let those who want to do it teach club activities and get paid for it. I think the problem is that there is too little differentiation between homeroom teachers and club leaders. I also think that teaching is a job that is difficult to replace. Therefore, no matter how many people are hired, unless, for example, the number of students in a class is increased to 30 or classes are divided by subject in elementary schools, I feel that even if more people are hired, the number of people who do not do the work will only increase.",52,14
"I would like to see them outsourced, but also leave a form for teachers who want to lead to raise their hands. I personally don't want to wait because I don't have a passion for it and I didn't become a teacher because I wanted to lead club activities. However, there are people who want to do it. Some people say that those people should quit and become outside instructors, but I think that is a bit harsh. The important thing is that club activities are voluntary activities of students. Therefore, it is not right for teachers to be bound by them. Teachers can choose not to be involved in club activities or to be involved. There are many teachers who do not get involved, so outside instructors are essential. Finally, it is important to note that whether or not a teacher is involved in club activities does not affect his/her performance. (Those who do are doing it because they like it.) I think it is like this.",6,9
"My friend's child is going to join a baseball team when he enters junior high school. The reason is that he is in his 6th year of high school and has been interested in baseball since the latter half of his 5th year, so it is not a good idea for him to join a youth baseball team. The club will accept a wide range of players from serious kids to beginners. My concern when it comes to the regional transition is whether there is a place for beginners there. The threshold will be higher than school club activities, and I wonder if this could lead to a decrease in the number of competitive players.",4,7
"I think it is necessary to create an activity organization with the involvement of the government, not as a receptacle for club activities, but with an eye toward the development of the elementary, junior high, and high school age children, and to abolish club activities themselves. If a private company with a view to competitions gets involved, it is obvious that they will become victory-oriented in order to win children. It's too early to say, because there are quite a few private high school clubs where that is the case.",13,1
"I am in favor of moving it to the region. There were times when I felt that teachers gave preferential, if not special, treatment to students in my division. In general, classes for major subjects should be basically the same nationwide satellite classes, and only the follow-up classes should be given by teachers. I think this would eliminate the unfairness of the teachers. I asked a friend of mine about his salary, and he said that although teachers may be lightly paid in terms of hours, it is usually higher than that of ordinary civil servants. I was actually surprised because I had thought that the news reports said that the work was hard, there were no holidays, and the salary was low.",5,5
"Not only in sports, but it is common for school teachers to throw out what they cannot teach at school to outside organizations. Not only is it common, but it is also common for schools to have local schools help with school events free of charge with the attitude that they don't care about the curriculum of the various schools and practices. If you outsource, you have to pay proper remuneration, and I don't think it's right to treat outsiders as if they are volunteers just because it's hard for teachers. If you can't do it, you may need to get help, but don't you need to scrutinize the situation, such as quitting? I think that sports, arts, and special studies should be taught in a non-school environment so that they can grow in their abilities.",17,23
"It seems that club activities can now be transferred to local club teams or dojo and participate in Jr. High competitions, but it will cost 40,000-50,000 yen for hearings and further training for the person in charge to register. Who is going to pay for this? For group sports, but for individual sports, the burden per person is too great. Why are the hurdles so high when the reform is intended to encourage children to continue playing sports and expand the scope of each sport, but the burden on teachers is too great and there is a shortage of instructors?",10,3
"I'm all for ""regional migration."" When I was a student myself, I was very active in club activities. When I was in elementary school, I was a member of a team made up of children selected from various schools in the area, but when I entered junior high school, I had to join the club activities of each school. At the time, I remember feeling a little uncomfortable about this. In addition, the elementary school team had a total of five coaches who regularly competed in prefectural tournaments, but in junior high school, there were two coaches: the teacher in charge and a deputy teacher. It is true that we are putting a burden on the teachers who have taken on the job almost exclusively on a volunteer basis, but when we think about the future growth of the children, we think that they would be happier if they could make a ""regional transition"" and play at a higher level, aiming higher. You should do high school too.",3,1
"I think it's great that the transition to the local community is happening, but there are a lot of people who have flexible hours for weekday club activities,....... I also coach elementary school sports, and it's true that there are a certain number of volunteer instructors who are strange.  There are many hurdles to overcome.",5,1
"I am all for the regional transition of club activities. My child is in an athletic club at a middle school. In the case of public junior high schools, you can't choose the school, so it is up to luck whether you have a good advisor and your child can grow. The advisor at my child's school does not participate in club activities and only practices on his own every day, so the kids who want to improve are frustrated that they get no guidance at all. Schools with enthusiastic advisors are always in the top ranks in inter-school competitions. We would like to send them to a club team if there was one in the area, but the transportation is very bad and we have to drive to and from the school, which is difficult for a working family. I always wonder if this environmental disparity can somehow be resolved.",3,3
"I want you to know that some of us are forced to change the club activities we take on because of school circumstances or because of staff members around us who do not want to play club activities. The know-how of the practice of the sport, the time spent studying to obtain it, and the relationships between advisors, all acquired over several years, are all par for the course. If you say that club activities are important, try having club activities outside of your specialty. I want you to know how hard it is to learn from scratch in a world you know nothing about, where students are more capable than you. Especially PE teachers, please try to have a cultural club. I still want to do club activities. Can you say it is important? I keep feeling self-loathing that my students would grow more if they had someone with more expertise as their advisor every time. That is why I would like to see a transition to the community and have someone with expertise to teach. And I hope for a society where those with expertise can teach high school students without having to choose a teacher.",3,1
"Not to move it to the community or anything, but just get rid of the club activities themselves. If there is something they want to do, they can pay a monthly fee to learn. I think it would be better to do away with the current system in which club activities give students an advantage in entering high school. The future is largely determined by which high school you go to. What is important for children is studying, and they should have more time to study.",30,5
"Only in Japan are teachers forced to join club activities and are also required to be involved in coaching. In other countries, club activities are either organized jointly with local sports clubs, or the burden on teachers is so heavy that club activities themselves are not even considered.",35,2
"I am a high school teacher. My own children are now adults and usually live freely. I am currently the advisor of the boys' athletic team, and since I have been playing the same sport for many years, we sometimes go into practice together. The coach is a man and I am a woman. We share roles and I teach them about daily life. They are high school boys, but they consult with me about everything from school to their personal lives. I think they probably talk to me about things they can't even tell their parents. They are like family. I miss seeing them on days when I can't attend club activities because of other work. If we were to transition to the community, we wouldn't be able to build these relationships anymore either.",5,14
"The soccer and baseball teams at the elementary school my child attended were taught by volunteers from the community who opened the school grounds to the public free of charge. Even in junior high and high school, famous schools and private schools seem to have appropriate people teaching. （In this respect, I think it is reasonable to pay an honorarium to have an outside person teach and the school only provides a venue. If teachers concentrate on teaching and other activities, and do not open themselves up to club activities, which are a form of overtime work, I think there will be no one left to become a teacher. In addition, there are students for whom club activities are sufficient even without a leader, and I agree with this style, at least in the sense that it reduces the teacher's workload.",10,2
"It is a basic premise that teachers need to reduce their workload. However, there are some areas where there is not a good off-campus environment, and club activities are a good opportunity for children who are unable to take lessons (especially due to financial problems). I don't think it is possible to eliminate all club activities in the whole country at once. I am also worried about the lack of exercise for children who have to participate in some club activities, because I think there are a lot of people who used to be in sports clubs because they are not bad at sports. If you ask me what should be done then, I can't give you a clear opinion.",3,1
"Leave it to the local leadership. Before that can happen, we need to elect that leader. And we need to establish a method for selecting those leaders, etc. We need to determine the suitability of the instructors at a training session. On the technical side, I think we should consider cooperation from various professional sports organizations. I think the same applies to the humanities. To go that far would require considerable financial resources. I have high expectations for the Ministry of Education, Culture, Sports, Science and Technology.",1,1
"The best landing place would be to completely separate all club activities from schooling on Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday, and holiday competitions. There is no such thing as ""bridging the experience gap in club activities."" Rather, it is the opposite. For example, if you are from an area where it doesn't snow, even if you want to play ski club, you can't, but the experience gap will never be closed. For example, if you want to take piano lessons but it costs money, there is no ""piano club. It is natural that people who ""want to be able to play the piano"" take piano lessons for a fee. Therefore, it is desirable to pay for what you want to learn. We believe that the final and reasonable landing point is to shift all club activities to activities in the community. This will increase the number of people who are active in the community and revitalize the community. And if people know that a certain area is active in a certain activity, it is possible that people from all over the country will gather there during long vacations and other events.",10,3
"I think the regional transition is fine. I think the problem is that club activities are becoming more like clubs. Maybe it's just my son's school, but it's noticeable compared to the past that students can't greet each other, are lazy, etc. Some people say that the times are different now. However, if club activities are a part of education, I think that without the fundamentals of greetings and attitude toward work, there should even be no club activities.",7,2
"Before considering the regional transition of music club activities, the government needs to make a clear judgment on the ""payment of performance rights fees. Many people are unaware of this, but JASRAC has begun collecting performance right fees from music schools after a court ruling that a teacher showing a model to students in a music class is an ""act of performance for the purpose of being heard by the public,"" and therefore, performance right fees should be paid according to the time of the model performance. Club activities do not require payment of a performance right fee because the school is a non-profit organization that does not collect any nominal amount of money from the students and does not pay any nominal amount of remuneration to the teachers. However, if the region is transferred to a different region and the instructor is paid a transportation fee or some other gratuity, it is no longer free of charge and is subject to the collection of a performance rights fee. However, if the club activity leaders are to be transferred to the regional level and the instructors are to be paid travel expenses or some other gratuity, they will not be paid nothing and will be subject to the performance right fee.",11,1
"There is an assumption that club activities are educational activities that are not part of the curriculum and are carried out at the discretion of the school principal. The transition to the private sector must be a very rough one. This is actually the first year of the transition period, but I feel that the current situation has not progressed one step forward. The Ministry of Education, Culture, Sports, Science and Technology - Sports Agency - National Junior High School Athletic Federation - Junior High School Athletic Federations of each prefecture - school principals - specialized department heads - teachers. The measures that are coming down this way are not in their original form. As a result, the wrinkles from the teachers' work style reforms are only being passed on to the leaders engaged in local sports. This is the only way I can think of for the first year. In addition, the teachers are only able to act on orders from the top and are not able to incorporate the opinions of the field (local community + club activities), and the students and parents who are swept up in this issue are left with financial problems that they cannot support. The construction of the system is pretentious, but it smells like a ""let's move all the troublesome things to the local community! I can smell it in the air.",4,1
"There was no baseball team at my junior high school, so I belonged to a local baseball team. I have good memories of being able to go on trips and play against strong teams. The coach and manager knew baseball very well and taught me many things about the game. I really enjoyed it because I could concentrate on baseball and not on my studies.",11,10
"Why do they have to join club activities in the first place? It is said that it is to avoid delinquency. What I wanted to do was not in school club activities. I was not interested in delinquency either. On the other hand, there are teachers who love their discipline and teach it passionately. As long as there is no excessive teaching. As for outside professional instructors, if it reduces the workload of the teachers and raises the level of the club, I think it would be good if they were more widespread. As long as they don't bring in strange people who make the news. If my area of expertise is not in the school's club, I would like it to be OK if I am not forced to join the club.",46,4
"If the club activities are victory-oriented, they should be moved to existing club teams in the community or neighborhood for now. In fact, some Olympic athletes have become strong in some sports, such as table tennis, gymnastics, hard tennis, golf, and figure skating, which are not part of middle school club activities, but are part of individual or club teams. Many parents send their children to these schools even if they are far away if they are not in the community. Cultural activities can also be done by local groups. The idea of leaving it up to others, like school clubs, that they are close by and can be done for free, is outdated. If more people spend money on these activities, employment will increase and the economy will revolve around them. From a different perspective, the current situation is that it is difficult to manage club teams because they are doing for free what is profitable for public education. If the purpose is to create opportunities for exposure to competitive and cultural activities (non-win-win principle), then we should restore the ""club activity"" time that used to be one hour (50 minutes) per week.",28,8
"It has been said that the government spends less money on children than in other countries, but the fact that this money is given to families in the form of child allowances is in itself a wrong direction. Teachers should be paid overtime whether they teach club activities or not. Free for teachers and paid for the community?　That is ridiculous. If they are to continue as club activities, they should set up a budget and discuss whether they should be free or paid, regardless of whether they are conducted by the school or the community. In any case, how to deal with the various activities that are already being conducted for a fee is more problematic. Generally speaking, we sometimes hear reports that the percentage of budget spent on children is small compared to other countries, but we never hear that it is large. It would be fine if a large budget leads to a virtuous circle in Japanese society, but what is going on? I would like you to report on that as well. And the budget that is wasted should be used for other things, such as measures for the declining birthrate. But, I guess that a large budget can only be a result of interest-related issues.",4,2
"I have been a youth sports coach for many years and an outside coach at a middle school. The advisor receives a small stipend, but the outside coach is completely volunteer. As a non-professional advisor, I can't take off days off from practice and I have to be on duty for two days at tournaments. I think that only a few of the current outside coaches would be able to continue if they were forced to take on that much responsibility. In my case, I am a salaried employee, so I would appreciate it financially if it is recognized as a side job, but if weekends are treated as work, I would have to reduce my work hours at my day job due to the Labor Standards Act. Comments follow.",7,1
"I was a member of the club 20 years ago. That advisor's style was cutting edge. Voluntary training on weekends. Voluntary training on long vacations. Weekday menus were written on the blackboard, and the head of the club would lead the team to complete the menus. No advisor. Even with this style, some of the students went to the nationals and the Kanto region. If you only think of the menu, the students will do the rest on their own. You can have them come only for competitions and leave the rest to them.",5,2
"If free participation is the premise, club activities themselves are a good thing. On the other hand, becoming an advisor and guiding children in a field outside of one's specialty is in itself unreasonable and not one's original job. Moreover, if it leads to overwork, it would also be a cause of violation of the law, even if you are a specialist. Regardless of the pros and cons of moving to the community, separation from teachers is unavoidable. However, it is not a good idea to place a burden on parents. Some children may not be able to participate in club activities due to parental income or other reasons. The school board should provide rewards.",4,5
"We can't go thinking that if we start something, we will lose something. Enough of society thinking that if you have guts, you can do anything, and if you don't do well, you are unmotivated.... It is a given that if you continue club activities, your academic performance will drop (there are exceptions, but those exceptions are exceptions...). It is also a given that teachers' work will increase. Instead of stopping slowly, they should switch all at once.",9,2
"I generally agree with the transition of club activities to the region. Personally, I think the problem is that if a teacher who has never played the competitions, etc., of the club activity he/she has taken on is in charge of it, it would be better to have an experienced instructor from the region. Where there is a proper instructor, I think the current form of club activities is fine. I played the same sport from elementary school to high school, but I belonged to a club from elementary school and the teachers were just volunteers who wanted to have fun, so I was weak. I practiced with the adults in the local clubs after club activities. In high school, I was able to receive coaching from a national-level athlete in my club activities. I think it is not right to shift all club activities to the local community because I have experienced growth by doing so.",4,1
"I have experience both as a parent of a child and as an instructor of other people's children. Compulsory education allows everyone to receive a certain level of education, and club activities are no different, allowing children to experience sports equally regardless of parental wealth. I would like to teach this to children who are talented in sports but are unable to join a club due to lack of parental support, or children who dislike physical education because they don't know the joy of sports! （I would like to teach this to the children whose parents have no money or time to spare and who are being turned away by their parents!　I always want to teach them.",7,4
"Many regional entities have collapsed and the only ones left are the schools. So moving club activities to the community would be effectively abolishing them, except for club operations and private junior high schools. So, rather than what to do about club activities, we should be thinking about how to create community activities. First of all, I think we need to revive vertical exchange, not peer-to-peer exchange. For example, there is no point in moving to a place where there is no source of recipients at all unless we increase the number of students in one school by making it an integrated middle and high school, and furthermore, have a place where university students and working people can get together and do something, etc. I don't think there will be a solution unless we fundamentally change the thinking of the era when the population was large enough to be able to say that this is a far cry from the club activities of our own time.",8,2
"If club activities, which are a part of school education, are shifted to the community, it is good if there is a sports organization in the community, but if there is no organization for all sports, who will be responsible for taking care of them? Also, to whom will the responsibility of the schools be transferred? Who will secure the budget for this? If the concept of ""beneficiary pays"" is introduced, what will be done with the children of families who have the ability but lack the financial resources to attend community organizations? If there are companies that operate sports clubs, but if there are no companies, then local sports organizations (e.g., youth sports clubs) will be responsible for the clubs. Do local communities have the capacity and leadership skills to do so? There are so many problems. The issues are different from region to region, and it seems strange to create a uniform trend of moving club activities to the local area. Now we go to competitions with our school's name on our shoulders, but after the transition, what name will we go to competitions with? It's all unorganized.",6,9
"On the other hand, it has been pointed out that this could increase the financial burden on parents, as they would have to pay rewards to instructors and incur other expenses that they would not have to pay if the club activities were conducted on a school-wide basis."" According to the Special Pay Act, public school teachers are not entitled to overtime pay in exchange for a teacher adjustment amount (4% of their main salary). The reason why teachers have not been paid for club activities in the past is that under the special pay law, teachers have been providing (or being forced to provide) club activities instruction ""voluntarily and on their own initiative"". To put it in an extreme way, students and parents are not paying for the ""time and energy"" of the teachers, but are receiving their services free of charge. There is a concern that the transition to the region will create a new financial burden for parents. Meanwhile, the Ministry of Education, Culture, Sports, Science and Technology estimates that unpaid overtime wages for teachers amount to 1 trillion yen. As the working population declines, it is necessary for people to understand that the era of receiving services free of charge is over.",113,1
"If you are going to do it, do it, but I want you to make a quick changeover with a breakdown of what year you are going to do it. If it is done too slowly, children will be confused during the transition period. Personally, I feel that teachers should concentrate only on teaching at school. There are too many teachers who can't even do that. I would like them to give proper lessons so that there is no need for cram school, and in order to do that, they don't need to do club activities, they need to study. I would also like the city to properly manage the after-school gymnasiums and grounds so that the principals don't do whatever they want and release them to the private sector so that the children can spend meaningful time playing sports or doing other things.",3,1
"I think the biggest challenge is to find leaders. How many people are there in the community who are willing to take care of children's lives on weekday evenings and holidays and deal with problems between children and between parents? Recently, more and more children are paying for clubs and other activities with parental transportation, and we are seeing a situation where school club activities are not attracting people. This is becoming a sports disparity in terms of parental awareness and cooperation, as well as financial matters. School club activities, which provided opportunities for everyone, are disappearing, and opportunities and places to play sports as a form of social sports that is not centered on competition are being lost. Children and their parents are spending money and time to gather in more competitive organizations. In the end, children are gathering at places that are the opposite of what the government and the national government are aiming for. The government has not taken into consideration the needs of the children and their parents, and has only focused on reducing the burden on teachers and has not taken appropriate measures.",12,41
"Let's get rid of the middle school sports associations. It would be quicker if it were all done by sports associations. As long as the JCBA exists, even if it is transferred to the regions, it is the teachers who will be sent out to serve as officers, etc. In other words, they are just pawns to be hired at a low price. In other words, they are just pawns that can be hired cheaply. The interesting thing about teachers is that they become officers of a junior high school sports federation without knowing it, even though they are not members.",12,1
"For myself, I am half in favor of separating club activities from this matter. I think it is certainly strange for teachers to work overtime and sacrifice their own families to advise club activities. However, living in a rural area, there are not many types of outside learning opportunities, unlike in urban areas, and the brass band and art clubs that used to be a part of club activities are no longer available.　If club activities are cut off in this situation, eventually the only children who will be able to develop their potential will be the children of those who have money in urban areas. Therefore, I think we should first work on improving local clubs first and reduce club activities over time. Finally, I think it is very difficult for all teachers. However, those who are currently teaching must have known this when they became teachers, and I wonder about teachers who say, ""Club activities are bad, so let's eliminate them and make it easier.",4,21
